model,variant_id,ndcg@10,risk_fit@10,rec_pop@10,ndcg@20,risk_fit@20,rec_pop@20,gini_index,catalog_coverage
MF_SVD_50,17,0.027677544563920096,0.8790563807771652,3.6373592717005154,0.03478852758714163,0.8801134862716442,3.5053927189026504,0.8847857713416207,0.24193548387096775
MF_SVD_50,18,0.0214012504501609,0.8754477440018503,3.7137850832696673,0.02769445066217359,0.8761172208897233,3.5784537973291393,0.8842320161054034,0.24813895781637718
MF_SVD_50,19,0.0243576912085976,0.8748058756196702,3.738209633864687,0.030770392567321933,0.8752723374368745,3.6221264480549102,0.8849986810370816,0.24441687344913152
MF_SVD_50,20,0.01889405993475348,0.8780131506993798,3.7969075371809486,0.024191436231061302,0.878257302329411,3.687418177030079,0.889243715611177,0.24193548387096775
MF_SVD_50,21,0.020563789758308387,0.8778352905927153,3.7949464167379725,0.02612548846836996,0.8777293017466913,3.6826156827830827,0.8879009138431888,0.23821339950372208
MF_SVD_50,22,0.02047544200666643,0.8775268559041548,3.7947602550968482,0.025152375156998346,0.8776297710486013,3.6700323555656036,0.8839034771752883,0.24193548387096775
MF_SVD_50,23,0.0220596660628314,0.87817881726329,3.825166811709913,0.027978793765754757,0.8783434751910697,3.6993405729323365,0.8839718609311593,0.24193548387096775
MF_SVD_50,24,0.02209578728174571,0.8793705193033249,3.831603866594747,0.028229527571513528,0.8796706651749208,3.703370282454962,0.8839687798574403,0.24193548387096775
MF_SVD_50,25,0.025921297072588452,0.8787859544410164,3.840206453208968,0.03154837959197973,0.8788137334952144,3.716856095424192,0.8843522635545564,0.24069478908188585
MF_SVD_50,26,0.023618002101413918,0.8785885928229004,3.8758012235221453,0.030341079908168346,0.8787890015514394,3.7447919845848885,0.8864923399857347,0.24317617866004962
MF_SVD_50,27,0.023648694207225034,0.8789025694849527,3.8881535306524713,0.03022609204485294,0.8791181843703625,3.7611406219718226,0.8860575173037255,0.24193548387096775
MF_SVD_50,28,0.02472624881957202,0.878747606804965,3.9026217331491257,0.032025888920504016,0.8789122609125253,3.7864845584988913,0.8864102651444681,0.24317617866004962
MF_SVD_50,29,0.02529901112660399,0.880164617132564,3.8895199915087217,0.032653112667987254,0.8806524974830735,3.7817940426466548,0.8855307804012194,0.24317617866004962
MF_SVD_50,30,0.023422329262566533,0.884595355720563,3.975266253861741,0.02958780944060573,0.8846553491349903,3.8770857197070225,0.884230607426139,0.24441687344913152
MF_SVD_50,31,0.028278367963503467,0.8879095612370241,3.983760547022105,0.03513020805822421,0.888059249590891,3.8521417192941745,0.8819190151603198,0.24441687344913152
MF_SVD_50,32,0.02858116614298002,0.888307922848905,4.000594840636624,0.03603219149881155,0.8884588807482721,3.874479300587403,0.8824009987060819,0.24193548387096775
MF_SVD_50,33,0.02757569577339952,0.8868951018180403,3.996343415576678,0.03555913494268477,0.8864492966601594,3.8729574193897247,0.8810578329276215,0.2456575682382134
MF_SVD_50,34,0.028333995727541254,0.8850178398972415,3.9867572705703167,0.036839792930060046,0.8846426290914415,3.8789548749599523,0.8808464076180345,0.24441687344913152
MF_SVD_50,35,0.02718615947566386,0.8840847658011343,3.9986974556591433,0.036769763861341814,0.8836232481356855,3.872294508563584,0.8795609368378254,0.24441687344913152
